Company,Location,State,Month,Quarter,PL_Head,Category,Budget,Actual,Salesperson
Company 8,Denver,Colorado,Oct,Quarter-4,Cost,Cost - Product 2,3854.875283,1541.950113,NA
Company 8,Denver,Colorado,Oct,Quarter-4,Cost,Cost - Product 3,3854.875283,2891.156463,NA
Company 8,Denver,Colorado,Nov,Quarter-4,Cost,Cost - Product 1,7709.750567,13106.57596,NA
Company 8,Denver,Colorado,Nov,Quarter-4,Cost,Cost - Product 2,3854.875283,3469.387755,NA
Company 8,Denver,Colorado,Nov,Quarter-4,Cost,Cost - Product 3,3854.875283,2891.156463,NA
Company 8,Denver,Colorado,Dec,Quarter-4,Cost,Cost - Product 1,7709.750567,13106.57596,NA
Company 8,Denver,Colorado,Dec,Quarter-4,Cost,Cost - Product 2,3854.875283,3469.387755,NA
Company 8,Denver,Colorado,Dec,Quarter-4,Cost,Cost - Product 3,3854.875283,3469.387755,NA
Company 9,Phoenix,Arizona,Jan,Quarter-1,Cost,Cost - Product 1,49886.62132,59863.94558,NA
Company 9,Phoenix,Arizona,Jan,Quarter-1,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,Jan,Quarter-1,Cost,Cost - Product 3,24943.31066,21201.81406,NA
Company 9,Phoenix,Arizona,Feb,Quarter-1,Cost,Cost - Product 1,49886.62132,59863.94558,NA
Company 9,Phoenix,Arizona,Feb,Quarter-1,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,Feb,Quarter-1,Cost,Cost - Product 3,24943.31066,19954.64853,NA
Company 9,Phoenix,Arizona,Mar,Quarter-1,Cost,Cost - Product 1,49886.62132,59863.94558,NA
Company 9,Phoenix,Arizona,Mar,Quarter-1,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,Mar,Quarter-1,Cost,Cost - Product 3,24943.31066,21451.24717,NA
Company 9,Phoenix,Arizona,April,Quarter-2,Cost,Cost - Product 1,49886.62132,47392.29025,NA
Company 9,Phoenix,Arizona,April,Quarter-2,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,April,Quarter-2,Cost,Cost - Product 3,24943.31066,22448.97959,NA
Company 9,Phoenix,Arizona,May,Quarter-2,Cost,Cost - Product 1,49886.62132,47392.29025,NA
Company 9,Phoenix,Arizona,May,Quarter-2,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,May,Quarter-2,Cost,Cost - Product 3,24943.31066,27437.64172,NA
Company 9,Phoenix,Arizona,June,Quarter-2,Cost,Cost - Product 1,49886.62132,47392.29025,NA
Company 9,Phoenix,Arizona,June,Quarter-2,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,June,Quarter-2,Cost,Cost - Product 3,24943.31066,29931.97279,NA
Company 9,Phoenix,Arizona,July,Quarter-3,Cost,Cost - Product 1,49886.62132,47392.29025,NA
Company 9,Phoenix,Arizona,July,Quarter-3,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,July,Quarter-3,Cost,Cost - Product 3,24943.31066,18707.48299,NA
Company 9,Phoenix,Arizona,Aug,Quarter-3,Cost,Cost - Product 1,49886.62132,47392.29025,NA
Company 9,Phoenix,Arizona,Aug,Quarter-3,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,Aug,Quarter-3,Cost,Cost - Product 3,24943.31066,18707.48299,NA
Company 9,Phoenix,Arizona,Sept,Quarter-3,Cost,Cost - Product 1,49886.62132,84807.25624,NA
Company 9,Phoenix,Arizona,Sept,Quarter-3,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,Sept,Quarter-3,Cost,Cost - Product 3,24943.31066,18707.48299,NA
Company 9,Phoenix,Arizona,Oct,Quarter-4,Cost,Cost - Product 1,49886.62132,84807.25624,NA
Company 9,Phoenix,Arizona,Oct,Quarter-4,Cost,Cost - Product 2,24943.31066,9977.324263,NA
Company 9,Phoenix,Arizona,Oct,Quarter-4,Cost,Cost - Product 3,24943.31066,18707.48299,NA
Company 9,Phoenix,Arizona,Nov,Quarter-4,Cost,Cost - Product 1,49886.62132,84807.25624,NA
Company 9,Phoenix,Arizona,Nov,Quarter-4,Cost,Cost - Product 2,24943.31066,22448.97959,NA
Company 9,Phoenix,Arizona,Nov,Quarter-4,Cost,Cost - Product 3,24943.31066,18707.48299,NA
Company 9,Phoenix,Arizona,Dec,Quarter-4,Cost,Cost - Product 1,49886.62132,84807.25624,NA
Company 9,Phoenix,Arizona,Dec,Quarter-4,Cost,Cost - Product 2,24943.31066,22448.97959,NA
Company 9,Phoenix,Arizona,Dec,Quarter-4,Cost,Cost - Product 3,24943.31066,22448.97959,NA
Company 10,Tucson,Arizona,Jan,Quarter-1,Cost,Cost - Product 1,55782.31293,66938.77551,NA
Company 10,Tucson,Arizona,Jan,Quarter-1,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,Jan,Quarter-1,Cost,Cost - Product 3,27891.15646,23707.48299,NA
Company 10,Tucson,Arizona,Feb,Quarter-1,Cost,Cost - Product 1,55782.31293,66938.77551,NA
Company 10,Tucson,Arizona,Feb,Quarter-1,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,Feb,Quarter-1,Cost,Cost - Product 3,27891.15646,22312.92517,NA
Company 10,Tucson,Arizona,Mar,Quarter-1,Cost,Cost - Product 1,55782.31293,66938.77551,NA
Company 10,Tucson,Arizona,Mar,Quarter-1,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,Mar,Quarter-1,Cost,Cost - Product 3,27891.15646,23986.39456,NA
Company 10,Tucson,Arizona,April,Quarter-2,Cost,Cost - Product 1,55782.31293,52993.19728,NA
Company 10,Tucson,Arizona,April,Quarter-2,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,April,Quarter-2,Cost,Cost - Product 3,27891.15646,25102.04082,NA
Company 10,Tucson,Arizona,May,Quarter-2,Cost,Cost - Product 1,55782.31293,52993.19728,NA
Company 10,Tucson,Arizona,May,Quarter-2,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,May,Quarter-2,Cost,Cost - Product 3,27891.15646,30680.27211,NA
Company 10,Tucson,Arizona,June,Quarter-2,Cost,Cost - Product 1,55782.31293,52993.19728,NA
Company 10,Tucson,Arizona,June,Quarter-2,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,June,Quarter-2,Cost,Cost - Product 3,27891.15646,33469.38776,NA
Company 10,Tucson,Arizona,July,Quarter-3,Cost,Cost - Product 1,55782.31293,52993.19728,NA
Company 10,Tucson,Arizona,July,Quarter-3,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,July,Quarter-3,Cost,Cost - Product 3,27891.15646,20918.36735,NA
Company 10,Tucson,Arizona,Aug,Quarter-3,Cost,Cost - Product 1,55782.31293,52993.19728,NA
Company 10,Tucson,Arizona,Aug,Quarter-3,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,Aug,Quarter-3,Cost,Cost - Product 3,27891.15646,20918.36735,NA
Company 10,Tucson,Arizona,Sept,Quarter-3,Cost,Cost - Product 1,55782.31293,94829.93197,NA
Company 10,Tucson,Arizona,Sept,Quarter-3,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,Sept,Quarter-3,Cost,Cost - Product 3,27891.15646,20918.36735,NA
Company 10,Tucson,Arizona,Oct,Quarter-4,Cost,Cost - Product 1,55782.31293,94829.93197,NA
Company 10,Tucson,Arizona,Oct,Quarter-4,Cost,Cost - Product 2,27891.15646,11156.46259,NA
Company 10,Tucson,Arizona,Oct,Quarter-4,Cost,Cost - Product 3,27891.15646,20918.36735,NA
Company 10,Tucson,Arizona,Nov,Quarter-4,Cost,Cost - Product 1,55782.31293,94829.93197,NA
Company 10,Tucson,Arizona,Nov,Quarter-4,Cost,Cost - Product 2,27891.15646,25102.04082,NA
Company 10,Tucson,Arizona,Nov,Quarter-4,Cost,Cost - Product 3,27891.15646,20918.36735,NA
Company 10,Tucson,Arizona,Dec,Quarter-4,Cost,Cost - Product 1,55782.31293,94829.93197,NA
Company 10,Tucson,Arizona,Dec,Quarter-4,Cost,Cost - Product 2,27891.15646,25102.04082,NA
Company 10,Tucson,Arizona,Dec,Quarter-4,Cost,Cost - Product 3,27891.15646,25102.04082,NA
Company 11,New York,New York,Jan,Quarter-1,Cost,Cost - Product 1,57936.50794,69523.80952,NA
Company 11,New York,New York,Jan,Quarter-1,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,Jan,Quarter-1,Cost,Cost - Product 3,28968.25397,24623.01587,NA
Company 11,New York,New York,Feb,Quarter-1,Cost,Cost - Product 1,57936.50794,69523.80952,NA
Company 11,New York,New York,Feb,Quarter-1,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,Feb,Quarter-1,Cost,Cost - Product 3,28968.25397,23174.60317,NA
Company 11,New York,New York,Mar,Quarter-1,Cost,Cost - Product 1,57936.50794,69523.80952,NA
Company 11,New York,New York,Mar,Quarter-1,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,Mar,Quarter-1,Cost,Cost - Product 3,28968.25397,24912.69841,NA
Company 11,New York,New York,April,Quarter-2,Cost,Cost - Product 1,57936.50794,55039.68254,NA
Company 11,New York,New York,April,Quarter-2,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,April,Quarter-2,Cost,Cost - Product 3,28968.25397,26071.42857,NA
Company 11,New York,New York,May,Quarter-2,Cost,Cost - Product 1,57936.50794,55039.68254,NA
Company 11,New York,New York,May,Quarter-2,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,May,Quarter-2,Cost,Cost - Product 3,28968.25397,31865.07937,NA
Company 11,New York,New York,June,Quarter-2,Cost,Cost - Product 1,57936.50794,55039.68254,NA
Company 11,New York,New York,June,Quarter-2,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,June,Quarter-2,Cost,Cost - Product 3,28968.25397,34761.90476,NA
Company 11,New York,New York,July,Quarter-3,Cost,Cost - Product 1,57936.50794,55039.68254,NA
Company 11,New York,New York,July,Quarter-3,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,July,Quarter-3,Cost,Cost - Product 3,28968.25397,21726.19048,NA
Company 11,New York,New York,Aug,Quarter-3,Cost,Cost - Product 1,57936.50794,55039.68254,NA
Company 11,New York,New York,Aug,Quarter-3,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,Aug,Quarter-3,Cost,Cost - Product 3,28968.25397,21726.19048,NA
Company 11,New York,New York,Sept,Quarter-3,Cost,Cost - Product 1,57936.50794,98492.06349,NA
Company 11,New York,New York,Sept,Quarter-3,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,Sept,Quarter-3,Cost,Cost - Product 3,28968.25397,21726.19048,NA
Company 11,New York,New York,Oct,Quarter-4,Cost,Cost - Product 1,57936.50794,98492.06349,NA
Company 11,New York,New York,Oct,Quarter-4,Cost,Cost - Product 2,28968.25397,11587.30159,NA
Company 11,New York,New York,Oct,Quarter-4,Cost,Cost - Product 3,28968.25397,21726.19048,NA
Company 11,New York,New York,Nov,Quarter-4,Cost,Cost - Product 1,57936.50794,98492.06349,NA
Company 11,New York,New York,Nov,Quarter-4,Cost,Cost - Product 2,28968.25397,26071.42857,NA
Company 11,New York,New York,Nov,Quarter-4,Cost,Cost - Product 3,28968.25397,21726.19048,NA
Company 11,New York,New York,Dec,Quarter-4,Cost,Cost - Product 1,57936.50794,98492.06349,NA
Company 11,New York,New York,Dec,Quarter-4,Cost,Cost - Product 2,28968.25397,26071.42857,NA
Company 11,New York,New York,Dec,Quarter-4,Cost,Cost - Product 3,28968.25397,26071.42857,NA
Company 12,Omaha,Nebraska,Jan,Quarter-1,Cost,Cost - Product 1,59523.80952,71428.57143,NA
Company 12,Omaha,Nebraska,Jan,Quarter-1,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,Jan,Quarter-1,Cost,Cost - Product 3,29761.90476,25297.61905,NA
Company 12,Omaha,Nebraska,Feb,Quarter-1,Cost,Cost - Product 1,59523.80952,71428.57143,NA
Company 12,Omaha,Nebraska,Feb,Quarter-1,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,Feb,Quarter-1,Cost,Cost - Product 3,29761.90476,23809.52381,NA
Company 12,Omaha,Nebraska,Mar,Quarter-1,Cost,Cost - Product 1,59523.80952,71428.57143,NA
Company 12,Omaha,Nebraska,Mar,Quarter-1,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,Mar,Quarter-1,Cost,Cost - Product 3,29761.90476,25595.2381,NA
Company 12,Omaha,Nebraska,April,Quarter-2,Cost,Cost - Product 1,59523.80952,56547.61905,NA
Company 12,Omaha,Nebraska,April,Quarter-2,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,April,Quarter-2,Cost,Cost - Product 3,29761.90476,26785.71429,NA
Company 12,Omaha,Nebraska,May,Quarter-2,Cost,Cost - Product 1,59523.80952,56547.61905,NA
Company 12,Omaha,Nebraska,May,Quarter-2,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,May,Quarter-2,Cost,Cost - Product 3,29761.90476,32738.09524,NA
Company 12,Omaha,Nebraska,June,Quarter-2,Cost,Cost - Product 1,59523.80952,56547.61905,NA
Company 12,Omaha,Nebraska,June,Quarter-2,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,June,Quarter-2,Cost,Cost - Product 3,29761.90476,35714.28571,NA
Company 12,Omaha,Nebraska,July,Quarter-3,Cost,Cost - Product 1,59523.80952,56547.61905,NA
Company 12,Omaha,Nebraska,July,Quarter-3,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,July,Quarter-3,Cost,Cost - Product 3,29761.90476,22321.42857,NA
Company 12,Omaha,Nebraska,Aug,Quarter-3,Cost,Cost - Product 1,59523.80952,56547.61905,NA
Company 12,Omaha,Nebraska,Aug,Quarter-3,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,Aug,Quarter-3,Cost,Cost - Product 3,29761.90476,22321.42857,NA
Company 12,Omaha,Nebraska,Sept,Quarter-3,Cost,Cost - Product 1,59523.80952,101190.4762,NA
Company 12,Omaha,Nebraska,Sept,Quarter-3,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,Sept,Quarter-3,Cost,Cost - Product 3,29761.90476,22321.42857,NA
Company 12,Omaha,Nebraska,Oct,Quarter-4,Cost,Cost - Product 1,59523.80952,101190.4762,NA
Company 12,Omaha,Nebraska,Oct,Quarter-4,Cost,Cost - Product 2,29761.90476,11904.7619,NA
Company 12,Omaha,Nebraska,Oct,Quarter-4,Cost,Cost - Product 3,29761.90476,22321.42857,NA
Company 12,Omaha,Nebraska,Nov,Quarter-4,Cost,Cost - Product 1,59523.80952,101190.4762,NA
Company 12,Omaha,Nebraska,Nov,Quarter-4,Cost,Cost - Product 2,29761.90476,26785.71429,NA
Company 12,Omaha,Nebraska,Nov,Quarter-4,Cost,Cost - Product 3,29761.90476,22321.42857,NA
Company 12,Omaha,Nebraska,Dec,Quarter-4,Cost,Cost - Product 1,59523.80952,101190.4762,NA
Company 12,Omaha,Nebraska,Dec,Quarter-4,Cost,Cost - Product 2,29761.90476,26785.71429,NA
Company 12,Omaha,Nebraska,Dec,Quarter-4,Cost,Cost - Product 3,29761.90476,26785.71429,NA
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Cost,Cost - Product 1,59750.56689,71700.68027,NA
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Cost,Cost - Product 3,29875.28345,25393.99093,NA
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Cost,Cost - Product 1,59750.56689,71700.68027,NA
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Cost,Cost - Product 3,29875.28345,23900.22676,NA
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Cost,Cost - Product 1,59750.56689,71700.68027,NA
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Cost,Cost - Product 3,29875.28345,25692.74376,NA
Company 13,Nebraska City,Nebraska,April,Quarter-2,Cost,Cost - Product 1,59750.56689,56763.03855,NA
Company 13,Nebraska City,Nebraska,April,Quarter-2,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,April,Quarter-2,Cost,Cost - Product 3,29875.28345,26887.7551,NA
Company 13,Nebraska City,Nebraska,May,Quarter-2,Cost,Cost - Product 1,59750.56689,56763.03855,NA
Company 13,Nebraska City,Nebraska,May,Quarter-2,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,May,Quarter-2,Cost,Cost - Product 3,29875.28345,32862.81179,NA
Company 13,Nebraska City,Nebraska,June,Quarter-2,Cost,Cost - Product 1,59750.56689,56763.03855,NA
Company 13,Nebraska City,Nebraska,June,Quarter-2,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,June,Quarter-2,Cost,Cost - Product 3,29875.28345,35850.34014,NA
Company 13,Nebraska City,Nebraska,July,Quarter-3,Cost,Cost - Product 1,59750.56689,56763.03855,NA
Company 13,Nebraska City,Nebraska,July,Quarter-3,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,July,Quarter-3,Cost,Cost - Product 3,29875.28345,22406.46259,NA
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Cost,Cost - Product 1,59750.56689,56763.03855,NA
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Cost,Cost - Product 3,29875.28345,22406.46259,NA
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Cost,Cost - Product 1,59750.56689,101575.9637,NA
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Cost,Cost - Product 3,29875.28345,22406.46259,NA
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Cost,Cost - Product 1,59750.56689,101575.9637,NA
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Cost,Cost - Product 2,29875.28345,11950.11338,NA
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Cost,Cost - Product 3,29875.28345,22406.46259,NA
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Cost,Cost - Product 1,59750.56689,101575.9637,NA
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Cost,Cost - Product 2,29875.28345,26887.7551,NA
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Cost,Cost - Product 3,29875.28345,22406.46259,NA
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Cost,Cost - Product 1,59750.56689,101575.9637,NA
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Cost,Cost - Product 2,29875.28345,26887.7551,NA
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Cost,Cost - Product 3,29875.28345,26887.7551,NA
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Cost,Cost - Product 1,14739.22902,17687.07483,NA
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Cost,Cost - Product 3,7369.614512,6264.172336,NA
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Cost,Cost - Product 1,14739.22902,17687.07483,NA
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Cost,Cost - Product 3,7369.614512,5895.69161,NA
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Cost,Cost - Product 1,14739.22902,17687.07483,NA
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Cost,Cost - Product 3,7369.614512,6337.868481,NA
Company 14,Colorado Springs,Colorado,April,Quarter-2,Cost,Cost - Product 1,14739.22902,14002.26757,NA
Company 14,Colorado Springs,Colorado,April,Quarter-2,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,April,Quarter-2,Cost,Cost - Product 3,7369.614512,6632.653061,NA
Company 14,Colorado Springs,Colorado,May,Quarter-2,Cost,Cost - Product 1,14739.22902,14002.26757,NA
Company 14,Colorado Springs,Colorado,May,Quarter-2,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,May,Quarter-2,Cost,Cost - Product 3,7369.614512,8106.575964,NA
Company 14,Colorado Springs,Colorado,June,Quarter-2,Cost,Cost - Product 1,14739.22902,14002.26757,NA
Company 14,Colorado Springs,Colorado,June,Quarter-2,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,June,Quarter-2,Cost,Cost - Product 3,7369.614512,8843.537415,NA
Company 14,Colorado Springs,Colorado,July,Quarter-3,Cost,Cost - Product 1,14739.22902,14002.26757,NA
Company 14,Colorado Springs,Colorado,July,Quarter-3,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,July,Quarter-3,Cost,Cost - Product 3,7369.614512,5527.210884,NA
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Cost,Cost - Product 1,14739.22902,14002.26757,NA
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Cost,Cost - Product 3,7369.614512,5527.210884,NA
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Cost,Cost - Product 1,14739.22902,25056.68934,NA
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Cost,Cost - Product 3,7369.614512,5527.210884,NA
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Cost,Cost - Product 1,14739.22902,25056.68934,NA
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Cost,Cost - Product 2,7369.614512,2947.845805,NA
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Cost,Cost - Product 3,7369.614512,5527.210884,NA
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Cost,Cost - Product 1,14739.22902,25056.68934,NA
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Cost,Cost - Product 2,7369.614512,6632.653061,NA
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Cost,Cost - Product 3,7369.614512,5527.210884,NA
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Cost,Cost - Product 1,14739.22902,25056.68934,NA
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Cost,Cost - Product 2,7369.614512,6632.653061,NA
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Cost,Cost - Product 3,7369.614512,6632.653061,NA
Company 1,San Francisco,California,Jan,Quarter-1,Profit,Profit - Product 1,9920.634921,11904.7619,NA
Company 1,San Francisco,California,Jan,Quarter-1,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,Jan,Quarter-1,Profit,Profit - Product 3,4960.31746,4216.269841,NA
Company 1,San Francisco,California,Feb,Quarter-1,Profit,Profit - Product 1,9920.634921,11904.7619,NA
Company 1,San Francisco,California,Feb,Quarter-1,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,Feb,Quarter-1,Profit,Profit - Product 3,4960.31746,3968.253968,NA
Company 1,San Francisco,California,Mar,Quarter-1,Profit,Profit - Product 1,9920.634921,11904.7619,NA
Company 1,San Francisco,California,Mar,Quarter-1,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,Mar,Quarter-1,Profit,Profit - Product 3,4960.31746,4265.873016,NA
Company 1,San Francisco,California,April,Quarter-2,Profit,Profit - Product 1,9920.634921,9424.603175,NA
Company 1,San Francisco,California,April,Quarter-2,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,April,Quarter-2,Profit,Profit - Product 3,4960.31746,4464.285714,NA
Company 1,San Francisco,California,May,Quarter-2,Profit,Profit - Product 1,9920.634921,9424.603175,NA
Company 1,San Francisco,California,May,Quarter-2,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,May,Quarter-2,Profit,Profit - Product 3,4960.31746,5456.349206,NA
Company 1,San Francisco,California,June,Quarter-2,Profit,Profit - Product 1,9920.634921,9424.603175,NA
Company 1,San Francisco,California,June,Quarter-2,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,June,Quarter-2,Profit,Profit - Product 3,4960.31746,5952.380952,NA
Company 1,San Francisco,California,July,Quarter-3,Profit,Profit - Product 1,9920.634921,9424.603175,NA
Company 1,San Francisco,California,July,Quarter-3,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,July,Quarter-3,Profit,Profit - Product 3,4960.31746,3720.238095,NA
Company 1,San Francisco,California,Aug,Quarter-3,Profit,Profit - Product 1,9920.634921,9424.603175,NA
Company 1,San Francisco,California,Aug,Quarter-3,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,Aug,Quarter-3,Profit,Profit - Product 3,4960.31746,3720.238095,NA
Company 1,San Francisco,California,Sept,Quarter-3,Profit,Profit - Product 1,9920.634921,16865.07937,NA
Company 1,San Francisco,California,Sept,Quarter-3,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,Sept,Quarter-3,Profit,Profit - Product 3,4960.31746,3720.238095,NA
Company 1,San Francisco,California,Oct,Quarter-4,Profit,Profit - Product 1,9920.634921,16865.07937,NA
Company 1,San Francisco,California,Oct,Quarter-4,Profit,Profit - Product 2,4960.31746,1984.126984,NA
Company 1,San Francisco,California,Oct,Quarter-4,Profit,Profit - Product 3,4960.31746,3720.238095,NA
Company 1,San Francisco,California,Nov,Quarter-4,Profit,Profit - Product 1,9920.634921,16865.07937,NA
Company 1,San Francisco,California,Nov,Quarter-4,Profit,Profit - Product 2,4960.31746,4464.285714,NA
Company 1,San Francisco,California,Nov,Quarter-4,Profit,Profit - Product 3,4960.31746,3720.238095,NA
Company 1,San Francisco,California,Dec,Quarter-4,Profit,Profit - Product 1,9920.634921,16865.07937,NA
Company 1,San Francisco,California,Dec,Quarter-4,Profit,Profit - Product 2,4960.31746,4464.285714,NA
Company 1,San Francisco,California,Dec,Quarter-4,Profit,Profit - Product 3,4960.31746,4464.285714,NA
